epoch,learning_rate,step,training_auroc,training_coral_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,0.5068548321723938,0.701926589012146
0,4.0030536183621734e-06,6,0.5673456192016602,6.933043187018484e-05,0.6912810802459717,0.6912776827812195,0.6912810802459717,,
1,,13,,,,,,0.5137096643447876,0.7004162669181824
1,4.063194410264259e-06,13,0.5364372134208679,7.250144699355587e-05,0.6899051666259766,0.6899014115333557,0.6899051666259766,,
2,,20,,,,,,0.5330645442008972,0.6986961364746094
2,4.2312722143833525e-06,20,0.5679149627685547,7.073015149217099e-05,0.6881749033927917,0.6881714463233948,0.6881749033927917,,
3,,27,,,,,,0.5372984409332275,0.6967227458953857
3,4.506909135670867e-06,27,0.5560349225997925,7.396718865493312e-05,0.6864487528800964,0.6864449977874756,0.6864487528800964,,
4,,34,,,,,,0.5445564389228821,0.695400059223175
4,4.889483989245491e-06,34,0.6119306683540344,7.221358828246593e-05,0.6846716403961182,0.6846680641174316,0.6846716403961182,,
5,,41,,,,,,0.5560483932495117,0.6927906274795532
5,5.3781350288772956e-06,41,0.5808578133583069,7.064591045491397e-05,0.6832813620567322,0.6832777857780457,0.6832813620567322,,
6,,48,,,,,,0.5715726017951965,0.6899577975273132
6,5.971763130219188e-06,48,0.5656629800796509,7.464314694516361e-05,0.6814654469490051,0.6814616918563843,0.6814654469490051,,
7,,55,,,,,,0.5725806951522827,0.6876092553138733
7,6.66903088131221e-06,55,0.5839195251464844,7.187799201346934e-05,0.6795346736907959,0.6795311570167542,0.6795346736907959,,
8,,62,,,,,,0.58588707447052,0.6852867007255554
8,7.468368494301103e-06,62,0.595546543598175,7.02101388014853e-05,0.6767503023147583,0.6767468452453613,0.6767503023147583,,
9,,69,,,,,,0.608467698097229,0.6835784912109375
9,8.367976079171058e-06,69,0.631325900554657,7.180311513366178e-05,0.6746863126754761,0.6746826171875,0.6746863126754761,,
10,,76,,,,,,0.6004031896591187,0.6800326704978943
10,9.365828191221226e-06,76,0.6082616448402405,6.98683870723471e-05,0.6718469858169556,0.6718435287475586,0.6718469858169556,,
11,,83,,,,,,0.6002016067504883,0.6775221228599548
11,1.0459676559548825e-05,83,0.7196862697601318,7.244071457535028e-05,0.6690110564231873,0.6690074801445007,0.6690110564231873,,
12,,90,,,,,,0.6096774339675903,0.6768147349357605
12,1.1647061910480261e-05,90,0.7222925424575806,7.41302574169822e-05,0.6658613681793213,0.6658576130867004,0.6658613681793213,,
13,,97,,,,,,0.6116935610771179,0.6737115979194641
13,1.2925307601108216e-05,97,0.7155110836029053,8.149885252350941e-05,0.6617023944854736,0.6616982221603394,0.6617023944854736,,
14,,104,,,,,,0.6108871102333069,0.6697751879692078
14,1.4291535080701578e-05,104,0.7158147692680359,8.022489782888442e-05,0.6577317118644714,0.6577276587486267,0.6577317118644714,,
15,,111,,,,,,0.6135080456733704,0.664741575717926
15,1.5742669347673655e-05,111,0.7423583269119263,8.053754572756588e-05,0.6544438600540161,0.6544398665428162,0.6544438600540161,,
16,,118,,,,,,0.592943549156189,0.6641474962234497
16,1.7275442587560974e-05,118,0.7413967847824097,8.974060619948432e-05,0.650301992893219,0.6502975225448608,0.650301992893219,,
17,,125,,,,,,0.5868951082229614,0.662236213684082
17,1.8886405086959712e-05,125,0.7477985620498657,8.99827282410115e-05,0.6447007656097412,0.6446963548660278,0.6447007656097412,,
18,,132,,,,,,0.5735887289047241,0.658905029296875
18,2.0571924324030988e-05,132,0.7500759363174438,9.973315900424495e-05,0.6397430896759033,0.639738142490387,0.6397430896759033,,
19,,139,,,,,,0.5790322422981262,0.6550342440605164
19,2.2328211343847215e-05,139,0.7501264810562134,9.625038364902139e-05,0.6343436241149902,0.6343388557434082,0.6343436241149902,,
20,,146,,,,,,0.5741935968399048,0.6487386226654053
20,2.4151308025466278e-05,146,0.752226710319519,9.957192378351465e-05,0.6289972066879272,0.6289921998977661,0.6289972066879272,,
21,,153,,,,,,0.5735887289047241,0.6430813074111938
21,2.603711254778318e-05,153,0.7577682733535767,0.00013773723912891,0.6227834224700928,0.6227765083312988,0.6227834224700928,,
22,,160,,,,,,0.5810483694076538,0.6432328820228577
22,2.7981373932561837e-05,160,0.7565789222717285,0.000110639761260245,0.6177592277526855,0.6177536249160767,0.6177592277526855,,
23,,167,,,,,,0.5933467745780945,0.6481608748435974
23,2.9979719329276122e-05,167,0.7576416730880737,0.00012724245607387275,0.6108503341674805,0.6108440160751343,0.6108503341674805,,
24,,174,,,,,,0.5995967388153076,0.6475166082382202
24,3.2027644920162857e-05,174,0.759615421295166,0.00013356261479202658,0.6045486330986023,0.6045419573783875,0.6045486330986023,,
25,,181,,,,,,0.5995967388153076,0.6375783085823059
25,3.412054866203107e-05,181,0.7610324025154114,0.00015115838323254138,0.598986804485321,0.5989792346954346,0.598986804485321,,
26,,188,,,,,,0.6110886931419373,0.6367204189300537
26,3.625369936344214e-05,188,0.7616902589797974,0.000166102108778432,0.5938801765441895,0.5938718914985657,0.5938801765441895,,
27,,195,,,,,,0.6262097358703613,0.6393848657608032
27,3.842230944428593e-05,195,0.7649797201156616,0.00016931899881456047,0.586891770362854,0.5868833661079407,0.586891770362854,,
28,,202,,,,,,0.6266129016876221,0.6417291760444641
28,4.0621500374982134e-05,202,0.770318865776062,0.00019490749400574714,0.5807055234909058,0.5806958079338074,0.5807055234909058,,
29,,209,,,,,,0.6324596405029297,0.6335513591766357
29,4.2846299038501456e-05,209,0.7678643465042114,0.00019078614423051476,0.5765610337257385,0.5765514969825745,0.5765610337257385,,
