epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.6334677338600159,0.32118022441864014
0,4.0030536183621734e-06,6,0.3270537853240967,,
1,,13,,0.6469758152961731,0.3196261525154114
1,4.063194410264259e-06,13,0.3267298638820648,,
2,,20,,0.6681451797485352,0.317878395318985
2,4.2312722143833525e-06,20,0.322133332490921,,
3,,27,,0.6810483932495117,0.3157569169998169
3,4.506909135670867e-06,27,0.3212234675884247,,
4,,34,,0.6901209354400635,0.313595175743103
4,4.889483989245491e-06,34,0.31904059648513794,,
5,,41,,0.6987903118133545,0.31147509813308716
5,5.3781350288772956e-06,41,0.3168107867240906,,
6,,48,,0.6985887289047241,0.3092963397502899
6,5.971763130219188e-06,48,0.3154344856739044,,
7,,55,,0.6985886693000793,0.30694207549095154
7,6.66903088131221e-06,55,0.3114595413208008,,
8,,62,,0.6975806355476379,0.3044307827949524
8,7.468368494301103e-06,62,0.30914419889450073,,
9,,69,,0.69536292552948,0.3020116984844208
9,8.367976079171058e-06,69,0.3043975234031677,,
10,,76,,0.6864919662475586,0.29936400055885315
10,9.365828191221226e-06,76,0.3033556640148163,,
11,,83,,0.6778225898742676,0.29712367057800293
11,1.0459676559548825e-05,83,0.29750242829322815,,
12,,90,,0.6566532254219055,0.2938295304775238
12,1.1647061910480261e-05,90,0.2934202253818512,,
13,,97,,0.6862902641296387,0.2917482554912567
13,1.2925307601108216e-05,97,0.2895740568637848,,
14,,104,,0.67963707447052,0.28840193152427673
14,1.4291535080701578e-05,104,0.2914811372756958,,
15,,111,,0.6915322542190552,0.2861317992210388
15,1.5742669347673655e-05,111,0.2829091548919678,,
16,,118,,0.7036290168762207,0.28444358706474304
16,1.7275442587560974e-05,118,0.27744999527931213,,
17,,125,,0.7151209712028503,0.2827378213405609
17,1.8886405086959712e-05,125,0.272690087556839,,
18,,132,,0.7332661151885986,0.2817126214504242
18,2.0571924324030988e-05,132,0.2705098092556,,
19,,139,,0.73427414894104,0.2813405990600586
19,2.2328211343847215e-05,139,0.267374724149704,,
20,,146,,0.7310484051704407,0.2798210680484772
20,2.4151308025466278e-05,146,0.2657306492328644,,
21,,153,,0.7223790884017944,0.2797997295856476
21,2.603711254778318e-05,153,0.26400190591812134,,
22,,160,,0.7252016067504883,0.280200719833374
22,2.7981373932561837e-05,160,0.25631341338157654,,
23,,167,,0.7336694002151489,0.28305959701538086
23,2.9979719329276122e-05,167,0.25481289625167847,,
24,,174,,0.7270161509513855,0.283608078956604
24,3.2027644920162857e-05,174,0.2587536573410034,,
25,,181,,0.7038306593894958,0.28700846433639526
25,3.412054866203107e-05,181,0.25529441237449646,,
26,,188,,0.7298387289047241,0.2850728929042816
26,3.625369936344214e-05,188,0.2416505366563797,,
27,,195,,0.7233871221542358,0.29056012630462646
27,3.842230944428593e-05,195,0.24109534919261932,,
28,,202,,0.696975827217102,0.2924373149871826
28,4.0621500374982134e-05,202,0.2343299686908722,,
29,,209,,0.7370967864990234,0.2966614067554474
29,4.2846299038501456e-05,209,0.2315434068441391,,
30,,216,,0.7143145203590393,0.2967924475669861
30,4.509171412792057e-05,216,0.2313755601644516,,
31,,223,,0.7372983694076538,0.31036993861198425
31,4.735268157674e-05,223,0.22479347884655,,
