epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.5004032850265503,0.6684443950653076
0,4.0030536183621734e-06,6,0.4876518249511719,0.7218144536018372,,
1,,13,,,0.49475806951522827,0.6693572998046875
1,4.063194410264259e-06,13,0.48071861267089844,0.7161730527877808,,
2,,20,,,0.5064516067504883,0.672290027141571
2,4.2312722143833525e-06,20,0.5697621703147888,0.6867232918739319,,
3,,27,,,0.5316532254219055,0.674920380115509
3,4.506909135670867e-06,27,0.5873734951019287,0.6799900531768799,,
4,,34,,,0.5465725660324097,0.6779204607009888
4,4.889483989245491e-06,34,0.5230516195297241,0.6973791718482971,,
5,,41,,,0.5518145561218262,0.6800215244293213
5,5.3781350288772956e-06,41,0.5931932926177979,0.68118816614151,,
6,,48,,,0.5485886931419373,0.6808723211288452
6,5.971763130219188e-06,48,0.5778846144676208,0.6862565875053406,,
7,,55,,,0.5639112591743469,0.6788162589073181
7,6.66903088131221e-06,55,0.609033465385437,0.6762531995773315,,
8,,62,,,0.5717741847038269,0.6770051717758179
8,7.468368494301103e-06,62,0.5930161476135254,0.6823445558547974,,
9,,69,,,0.5776209831237793,0.6723175644874573
9,8.367976079171058e-06,69,0.5680921077728271,0.6881052255630493,,
10,,76,,,0.5784274339675903,0.6668196320533752
10,9.365828191221226e-06,76,0.6317055225372314,0.6683400869369507,,
11,,83,,,0.5887096524238586,0.6613337397575378
11,1.0459676559548825e-05,83,0.6379554271697998,0.6660249829292297,,
12,,90,,,0.5874999761581421,0.660603940486908
12,1.1647061910480261e-05,90,0.6109058856964111,0.6730589866638184,,
13,,97,,,0.5921370983123779,0.6609285473823547
13,1.2925307601108216e-05,97,0.657970666885376,0.6560303568840027,,
14,,104,,,0.6060483455657959,0.6590783596038818
14,1.4291535080701578e-05,104,0.6465587615966797,0.6639164090156555,,
15,,111,,,0.6268144845962524,0.6583069562911987
15,1.5742669347673655e-05,111,0.6577935218811035,0.6558937430381775,,
16,,118,,,0.6334677934646606,0.6512194871902466
16,1.7275442587560974e-05,118,0.6945850849151611,0.6408965587615967,,
17,,125,,,0.64052414894104,0.6509179472923279
17,1.8886405086959712e-05,125,0.6566548347473145,0.6543471813201904,,
18,,132,,,0.6419354677200317,0.6471630930900574
18,2.0571924324030988e-05,132,0.7062309980392456,0.6339109539985657,,
19,,139,,,0.6219757795333862,0.6433569192886353
19,2.2328211343847215e-05,139,0.6288461685180664,0.6666219234466553,,
20,,146,,,0.6048387289047241,0.6571980714797974
20,2.4151308025466278e-05,146,0.6551113128662109,0.6539071202278137,,
21,,153,,,0.600806474685669,0.6624377369880676
21,2.603711254778318e-05,153,0.7064523696899414,0.6294853091239929,,
22,,160,,,0.6185483932495117,0.6543563604354858
22,2.7981373932561837e-05,160,0.7023279666900635,0.6269378662109375,,
23,,167,,,0.6223790645599365,0.65062415599823
23,2.9979719329276122e-05,167,0.7195596694946289,0.6147748231887817,,
24,,174,,,0.6072580814361572,0.6470826864242554
24,3.2027644920162857e-05,174,0.7501264810562134,0.6011718511581421,,
25,,181,,,0.6139112710952759,0.6483432054519653
25,3.412054866203107e-05,181,0.708476722240448,0.6219449043273926,,
26,,188,,,0.6322580575942993,0.6464404463768005
26,3.625369936344214e-05,188,0.7243927121162415,0.6067330837249756,,
27,,195,,,0.625,0.6491464972496033
27,3.842230944428593e-05,195,0.7222418785095215,0.608655571937561,,
28,,202,,,0.6262096762657166,0.6380102038383484
28,4.0621500374982134e-05,202,0.7559210062026978,0.587086021900177,,
29,,209,,,0.6487902998924255,0.632754921913147
29,4.2846299038501456e-05,209,0.7134109735488892,0.6114604473114014,,
30,,216,,,0.6443548202514648,0.6296030879020691
30,4.509171412792057e-05,216,0.7368420958518982,0.6028145551681519,,
31,,223,,,0.6421370506286621,0.628509521484375
31,4.735268157674e-05,223,0.7424595355987549,0.5937550663948059,,
