epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.5039787888526917,0.6868257522583008
0,4.000795797765022e-06,9,0.5104743242263794,0.6941460967063904,0.6941460967063904,0.6941460967063904,,
1,,19,,,,,0.5089049339294434,0.6870408058166504
1,4.028628154628677e-06,19,0.5542621612548828,0.6907002925872803,0.6907002925872803,0.6907002925872803,,
2,,29,,,,,0.5062524080276489,0.6876786947250366
2,4.10891743740649e-06,29,0.5551474094390869,0.6897726058959961,0.6897726058959961,0.6897726058959961,,
3,,39,,,,,0.5037893056869507,0.6881535053253174
3,4.241574970365036e-06,39,0.5622599720954895,0.688798725605011,0.688798725605011,0.688798725605011,,
4,,49,,,,,0.506820797920227,0.6884650588035583
4,4.426456598594086e-06,49,0.5884907245635986,0.686890184879303,0.686890184879303,0.686890184879303,,
5,,59,,,,,0.5189465880393982,0.6886193752288818
5,4.663357685785741e-06,59,0.6013878583908081,0.6860684156417847,0.6860684156417847,0.6860684156417847,,
6,,69,,,,,0.5287988185882568,0.6896626353263855
6,4.9520212996867485e-06,69,0.6129209995269775,0.6851658821105957,0.6851658821105957,0.6851658821105957,,
7,,79,,,,,0.5414929986000061,0.689791202545166
7,5.292130481393542e-06,79,0.6369683742523193,0.6814201474189758,0.6814201474189758,0.6814201474189758,,
8,,89,,,,,0.5513452291488647,0.6903725266456604
8,5.6833150665625e-06,89,0.6334868669509888,0.6811890602111816,0.6811890602111816,0.6811890602111816,,
9,,99,,,,,0.5566502809524536,0.6899091601371765
9,6.125146228441736e-06,99,0.6451636552810669,0.6793182492256165,0.6793182492256165,0.6793182492256165,,
10,,109,,,,,0.5591133236885071,0.6899484395980835
10,6.617139206355205e-06,109,0.645893394947052,0.6780564785003662,0.6780564785003662,0.6780564785003662,,
11,,119,,,,,0.5604395866394043,0.689044177532196
11,7.158759217418265e-06,119,0.6343961358070374,0.6786274909973145,0.6786274909973145,0.6786274909973145,,
12,,129,,,,,0.5632815361022949,0.6883859038352966
12,7.74941327108536e-06,129,0.6588023900985718,0.6742472052574158,0.6742472052574158,0.6742472052574158,,
13,,139,,,,,0.5654603838920593,0.6885653734207153
13,8.388453352381475e-06,139,0.6420769095420837,0.6755432486534119,0.6755432486534119,0.6755432486534119,,
14,,149,,,,,0.5657446384429932,0.6859792470932007
14,9.075182788365055e-06,149,0.6580845713615417,0.6717207431793213,0.6717207431793213,0.6717207431793213,,
15,,159,,,,,0.5708601474761963,0.6839441657066345
15,9.80884851742303e-06,159,0.6566847562789917,0.6711097359657288,0.6711097359657288,0.6711097359657288,,
16,,169,,,,,0.5700075626373291,0.6832265257835388
16,1.058865018421784e-05,169,0.6620326638221741,0.669646680355072,0.669646680355072,0.669646680355072,,
17,,179,,,,,0.5773019790649414,0.6822121739387512
17,1.1413735592213925e-05,179,0.6800861358642578,0.6644247174263,0.6644247174263,0.6644247174263,,
18,,189,,,,,0.581186056137085,0.6820048689842224
18,1.2283202522667125e-05,189,0.668756365776062,0.6657043099403381,0.6657043099403381,0.6657043099403381,,
19,,199,,,,,0.5861121416091919,0.6802945733070374
19,1.3196094187151175e-05,199,0.6734461784362793,0.6632445454597473,0.6632445454597473,0.6632445454597473,,
20,,209,,,,,0.5908488035202026,0.6807706952095032
20,1.415142287441995e-05,209,0.6728599667549133,0.6623287200927734,0.6623287200927734,0.6623287200927734,,
21,,219,,,,,0.5937855243682861,0.6780673861503601
21,1.5148134480114095e-05,219,0.6753843426704407,0.6607016921043396,0.6607016921043396,0.6607016921043396,,
22,,229,,,,,0.6021220684051514,0.6750658750534058
22,1.61851457960438e-05,229,0.6939283609390259,0.6558570861816406,0.6558570861816406,0.6558570861816406,,
23,,239,,,,,0.6043956279754639,0.6751819849014282
23,1.7261319953831844e-05,239,0.6860083341598511,0.6563488841056824,0.6563488841056824,0.6563488841056824,,
24,,249,,,,,0.6106479167938232,0.6747835874557495
24,1.8375478248344734e-05,249,0.6986899375915527,0.6520614624023438,0.6520614624023438,0.6520614624023438,,
25,,259,,,,,0.6142477989196777,0.6706929802894592
25,1.95264055946609e-05,259,0.702075719833374,0.65031498670578,0.65031498670578,0.65031498670578,,
26,,269,,,,,0.6195528507232666,0.6690195202827454
26,2.071284325211309e-05,269,0.7115750312805176,0.6466889977455139,0.6466889977455139,0.6466889977455139,,
27,,279,,,,,0.6214475631713867,0.6717819571495056
27,2.193349428125657e-05,279,0.7112281322479248,0.6450537443161011,0.6450537443161011,0.6450537443161011,,
28,,289,,,,,0.6261841058731079,0.6687014698982239
28,2.3187018086900935e-05,289,0.7180116176605225,0.6418185234069824,0.6418185234069824,0.6418185234069824,,
29,,299,,,,,0.628078818321228,0.6652354001998901
29,2.447205042699352e-05,299,0.7103786468505859,0.6418917775154114,0.6418917775154114,0.6418917775154114,,
30,,309,,,,,0.6299734711647034,0.6657760739326477
30,2.578718340373598e-05,309,0.7222707271575928,0.6354086995124817,0.6354086995124817,0.6354086995124817,,
31,,319,,,,,0.6320575475692749,0.6633476614952087
31,2.7130985472467728e-05,319,0.7274271845817566,0.6314906477928162,0.6314906477928162,0.6314906477928162,,
