epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.4842741787433624,0.6900408267974854
0,4.001942670583958e-06,6,0.43752530217170715,6.215640314621851e-05,0.05000000074505806,0.6994171738624573,0.6994139552116394,0.6994171738624573,,
1,,13,,,,,,,0.5062500238418579,0.6909649968147278
1,4.040205567434896e-06,13,0.46448636054992676,6.334883073577657e-05,0.10000000149011612,0.6968869566917419,0.6968806982040405,0.6968869566917419,,
2,,20,,,,,,,0.5256048440933228,0.6909276843070984
2,4.147169875068357e-06,20,0.4808451533317566,6.601020140806213e-05,0.14999999105930328,0.6952579021453857,0.6952479481697083,0.6952579021453857,,
3,,27,,,,,,,0.5356854796409607,0.6921694278717041
3,4.322683253121795e-06,27,0.5081731081008911,6.283012044150382e-05,0.20000000298023224,0.6933042407035828,0.6932917237281799,0.6933042407035828,,
4,,34,,,,,,,0.5510080456733704,0.6924068927764893
4,4.566494226310169e-06,34,0.5247343182563782,6.327493611024693e-05,0.25,0.6905357837677002,0.6905199885368347,0.6905357837677002,,
5,,41,,,,,,,0.5627015829086304,0.69296795129776
5,4.878252639173297e-06,41,0.5773532390594482,6.798464164603502e-05,0.29999998211860657,0.6887553334236145,0.6887349486351013,0.6887553334236145,,
6,,48,,,,,,,0.58588707447052,0.69221031665802
6,5.25751283930731e-06,48,0.6004301309585571,6.535859574796632e-05,0.3499999940395355,0.687036395072937,0.6870135068893433,0.687036395072937,,
7,,55,,,,,,,0.5979838371276855,0.6917049884796143
7,5.7037318583752494e-06,55,0.6373988389968872,6.394576485035941e-05,0.4000000059604645,0.684182345867157,0.6841568350791931,0.684182345867157,,
8,,62,,,,,,,0.6185483932495117,0.6915386915206909
8,6.2162680478650145e-06,62,0.6485829949378967,6.620104250032455e-05,0.45000001788139343,0.6830011010169983,0.6829712986946106,0.6830011010169983,,
9,,69,,,,,,,0.6264113187789917,0.6905896663665771
9,6.794390628783731e-06,69,0.6595141887664795,5.768272967543453e-05,0.5,0.6802838444709778,0.6802550554275513,0.6802838444709778,,
10,,76,,,,,,,0.6356854438781738,0.6896318197250366
10,7.437268777721329e-06,76,0.6830971240997314,6.370473420247436e-05,0.5,0.6783101558685303,0.678278386592865,0.6783101558685303,,
11,,83,,,,,,,0.6379032135009766,0.6861345767974854
11,8.143982995534316e-06,83,0.6957995891571045,6.583403592230752e-05,0.5,0.6760547161102295,0.6760216951370239,0.6760547161102295,,
12,,90,,,,,,,0.6510080099105835,0.6846964955329895
12,8.913521014619619e-06,90,0.6993167400360107,6.582459172932431e-05,0.5,0.6738793253898621,0.673846423625946,0.6738793253898621,,
13,,97,,,,,,,0.6266129016876221,0.6822721362113953
13,9.744779163156636e-06,97,0.7084640264511108,6.294077320490032e-05,0.5,0.6706138849258423,0.6705824136734009,0.6706138849258423,,
14,,104,,,,,,,0.6260080337524414,0.6790689826011658
14,1.0636567822075449e-05,104,0.715080976486206,6.966546061448753e-05,0.5,0.6675072908401489,0.6674724221229553,0.6675072908401489,,
15,,111,,,,,,,0.5993951559066772,0.6765701174736023
15,1.1587609151320066e-05,111,0.7226467132568359,6.369408220052719e-05,0.5,0.6638655066490173,0.6638336777687073,0.6638655066490173,,
16,,118,,,,,,,0.5997983813285828,0.6721751093864441
16,1.2596541637321934e-05,118,0.7205718755722046,6.807380123063922e-05,0.5,0.6614094376564026,0.6613754034042358,0.6614094376564026,,
17,,125,,,,,,,0.5903226137161255,0.6679412126541138
17,1.366191736451583e-05,125,0.7263916730880737,6.701700476696715e-05,0.5,0.6575381755828857,0.657504677772522,0.6575381755828857,,
18,,132,,,,,,,0.5808467864990234,0.6638213992118835
18,1.4782214748265687e-05,132,0.7261639833450317,7.628331513842568e-05,0.5,0.6542354822158813,0.6541972160339355,0.6542354822158813,,
19,,139,,,,,,,0.5923387408256531,0.662590503692627
19,1.5955825801938772e-05,139,0.7260627746582031,7.738910790067166e-05,0.5,0.6504403352737427,0.6504016518592834,0.6504403352737427,,
20,,146,,,,,,,0.5973790287971497,0.6614019274711609
20,1.7181064322357997e-05,146,0.7300606966018677,7.66162047511898e-05,0.5,0.6463265419006348,0.6462881565093994,0.6463265419006348,,
21,,153,,,,,,,0.5997984409332275,0.6613425612449646
21,1.845618498919066e-05,153,0.7267459630966187,7.325340993702412e-05,0.5,0.6435452103614807,0.6435086727142334,0.6435452103614807,,
22,,160,,,,,,,0.5915322303771973,0.6531146764755249
22,1.9779357899096794e-05,160,0.7328187823295593,8.67464768816717e-05,0.5,0.6377444267272949,0.6377010345458984,0.6377444267272949,,
23,,167,,,,,,,0.5796371102333069,0.6428841352462769
23,2.1148687665117905e-05,167,0.7340840101242065,8.171203808160499e-05,0.5,0.6339309215545654,0.6338900923728943,0.6339309215545654,,
24,,174,,,,,,,0.5836693644523621,0.6366499066352844
24,2.256220977869816e-05,174,0.7356022596359253,8.713104034541175e-05,0.5,0.630050778388977,0.6300072073936462,0.630050778388977,,
25,,181,,,,,,,0.6066532135009766,0.6365188956260681
