epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
25,2.401790152362082e-05,181,0.738006055355072,9.427859185962006e-05,0.5,0.6251445412635803,0.6250974535942078,0.6251445412635803,,
26,,188,,,,,,,0.6209677457809448,0.6426063776016235
26,2.551367288106121e-05,188,0.7330149412155151,9.82913188636303e-05,0.5,0.6219433546066284,0.6218942403793335,0.6219433546066284,,
27,,195,,,,,,,0.6326612830162048,0.6336634159088135
27,2.7047391995438375e-05,195,0.73671555519104,0.00010312610538676381,0.5,0.6157165169715881,0.6156650185585022,0.6157165169715881,,
28,,202,,,,,,,0.6221774220466614,0.6255093812942505
28,2.8616854251595214e-05,202,0.7383856773376465,0.00011214780533919111,0.5,0.6113584637641907,0.611302375793457,0.6113584637641907,,
29,,209,,,,,,,0.6330645084381104,0.6202087998390198
29,3.0219811378628947e-05,209,0.7417004108428955,0.00010903516522375867,0.5,0.6065889596939087,0.606534481048584,0.6065889596939087,,
30,,216,,,,,,,0.6332660913467407,0.6127992272377014
30,3.1853971449891105e-05,216,0.7409666180610657,0.00012897647684440017,0.5,0.6035404205322266,0.6034759283065796,0.6035404205322266,,
