epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.5137096643447876,0.330354779958725
0,4.0030536183621734e-06,6,0.3419756591320038,,
1,,13,,0.5298386812210083,0.32925882935523987
1,4.063194410264259e-06,13,0.33794817328453064,,
2,,20,,0.5437500476837158,0.32407596707344055
2,4.2312722143833525e-06,20,0.3324766159057617,,
3,,27,,0.5594757795333862,0.31979337334632874
3,4.506909135670867e-06,27,0.32672691345214844,,
4,,34,,0.5625,0.31618088483810425
4,4.889483989245491e-06,34,0.32460907101631165,,
5,,41,,0.5788306593894958,0.3129231631755829
5,5.3781350288772956e-06,41,0.32437074184417725,,
6,,48,,0.6000000238418579,0.3107679486274719
6,5.971763130219188e-06,48,0.3128651976585388,,
7,,55,,0.598991870880127,0.3092700242996216
7,6.66903088131221e-06,55,0.3174840807914734,,
8,,62,,0.6233870983123779,0.305162638425827
8,7.468368494301103e-06,62,0.3125927746295929,,
9,,69,,0.641532301902771,0.3022414743900299
9,8.367976079171058e-06,69,0.31248706579208374,,
10,,76,,0.6568548679351807,0.29854896664619446
10,9.365828191221226e-06,76,0.29721784591674805,,
11,,83,,0.6530241966247559,0.29665032029151917
11,1.0459676559548825e-05,83,0.29373475909233093,,
12,,90,,0.6752016544342041,0.29587337374687195
12,1.1647061910480261e-05,90,0.29531100392341614,,
13,,97,,0.67177414894104,0.2955533266067505
13,1.2925307601108216e-05,97,0.28780391812324524,,
14,,104,,0.6752016544342041,0.29502448439598083
14,1.4291535080701578e-05,104,0.2880992591381073,,
15,,111,,0.6877015829086304,0.2950976490974426
15,1.5742669347673655e-05,111,0.2837240993976593,,
16,,118,,0.6977822780609131,0.3024241626262665
16,1.7275442587560974e-05,118,0.2782944440841675,,
17,,125,,0.6973789930343628,0.3128114640712738
17,1.8886405086959712e-05,125,0.27698615193367004,,
18,,132,,0.7002016305923462,0.3060087263584137
18,2.0571924324030988e-05,132,0.2733449637889862,,
19,,139,,0.7016128897666931,0.33051925897598267
19,2.2328211343847215e-05,139,0.27274471521377563,,
20,,146,,0.7145161628723145,0.30872225761413574
20,2.4151308025466278e-05,146,0.27322012186050415,,
21,,153,,0.7054435014724731,0.3111422061920166
21,2.603711254778318e-05,153,0.26217973232269287,,
22,,160,,0.7215725779533386,0.31021571159362793
22,2.7981373932561837e-05,160,0.2603222727775574,,
23,,167,,0.719556450843811,0.30852454900741577
23,2.9979719329276122e-05,167,0.24900558590888977,,
24,,174,,0.7352822422981262,0.3089835047721863
24,3.2027644920162857e-05,174,0.2531306743621826,,
25,,181,,0.7352822422981262,0.3207441568374634
25,3.412054866203107e-05,181,0.24897579848766327,,
26,,188,,0.74213707447052,0.32489708065986633
26,3.625369936344214e-05,188,0.24350455403327942,,
27,,195,,0.7389112710952759,0.3196984827518463
27,3.842230944428593e-05,195,0.24210195243358612,,
28,,202,,0.7385080456733704,0.3159329295158386
28,4.0621500374982134e-05,202,0.2375330775976181,,
29,,209,,0.7526209950447083,0.3680340349674225
29,4.2846299038501456e-05,209,0.23175813257694244,,
30,,216,,0.721774160861969,0.3358183801174164
30,4.509171412792057e-05,216,0.23118607699871063,,
