,roc_auc_score,roc_auc_score,roc_auc_score,average_precision_score,average_precision_score,average_precision_score,f1_score,f1_score,f1_score,count
,mean,95%_low,95%_high,mean,95%_low,95%_high,mean,95%_low,95%_high,sum
0,0.7234175039661556,0.6638854161208668,0.7829495918114443,0.5587002339942868,0.48555574411641034,0.6318447238721633,0.6429497764017887,0.6055075530641577,0.6803919997394198,200.0
1,0.7234175039661556,0.6638854161208668,0.7829495918114443,0.8371486537422838,0.8020547750384612,0.8722425324461063,0.6821227981508609,0.6380631053018128,0.726182490999909,309.0
