epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,0.489130437374115,0.6983157992362976
0,4.000507033197209e-06,9,0.4623148441314697,0.6974776983261108,0.6974776983261108,0.6974776983261108,,
1,,19,,,,,0.49647215008735657,0.6976946592330933
1,4.0182458178605884e-06,19,0.492451012134552,0.6953015327453613,0.6953015327453613,0.6953015327453613,,
2,,29,,,,,0.5049580931663513,0.696622908115387
2,4.069424903718755e-06,29,0.4882943034172058,0.6952264904975891,0.6952264904975891,0.6952264904975891,,
3,,39,,,,,0.5072463750839233,0.6958993673324585
3,4.154007001488935e-06,39,0.48730289936065674,0.6956982612609863,0.6956982612609863,0.6956982612609863,,
4,,49,,,,,0.5163997411727905,0.6947449445724487
4,4.271933448762866e-06,49,0.5020544528961182,0.6942493915557861,0.6942493915557861,0.6942493915557861,,
5,,59,,,,,0.5177345275878906,0.6944279074668884
5,4.4231233005120885e-06,59,0.4882943034172058,0.6947406530380249,0.6947406530380249,0.6947406530380249,,
6,,69,,,,,0.5197368860244751,0.693786084651947
6,4.607469236361794e-06,69,0.5140587091445923,0.6929891109466553,0.6929891109466553,0.6929891109466553,,
7,,79,,,,,0.5296529531478882,0.6934305429458618
7,4.8248443818010855e-06,79,0.5142946243286133,0.692481279373169,0.692481279373169,0.692481279373169,,
8,,89,,,,,0.5304157137870789,0.6924468874931335
8,5.075095941720065e-06,89,0.542967677116394,0.6903367638587952,0.6903367638587952,0.6903367638587952,,
9,,99,,,,,0.544431746006012,0.6915131211280823
9,5.358051566872746e-06,99,0.5510271787643433,0.6897239089012146,0.6897239089012146,0.6897239089012146,,
10,,109,,,,,0.5420480966567993,0.690110445022583
10,5.673512532666791e-06,109,0.5643215179443359,0.6886252164840698,0.6886252164840698,0.6886252164840698,,
11,,119,,,,,0.537090003490448,0.6891703605651855
11,6.0212573771423195e-06,119,0.5777114629745483,0.6877524852752686,0.6877524852752686,0.6877524852752686,,
12,,129,,,,,0.530701756477356,0.6879773736000061
12,6.401047357940115e-06,129,0.5896559953689575,0.6863551139831543,0.6863551139831543,0.6863551139831543,,
13,,139,,,,,0.5426201820373535,0.687274158000946
13,6.8126159931125585e-06,139,0.5796225070953369,0.6872439980506897,0.6872439980506897,0.6872439980506897,,
14,,149,,,,,0.546338677406311,0.6860488653182983
14,7.255674518091837e-06,149,0.5951982736587524,0.6856681108474731,0.6856681108474731,0.6856681108474731,,
15,,159,,,,,0.5435736179351807,0.6850304007530212
15,7.729918252152856e-06,159,0.634818434715271,0.6817531585693359,0.6817531585693359,0.6817531585693359,,
16,,169,,,,,0.5542525053024292,0.6840307116508484
16,8.235014320234768e-06,169,0.6180005073547363,0.6834790706634521,0.6834790706634521,0.6834790706634521,,
17,,179,,,,,0.5476735830307007,0.683221161365509
17,8.770610293140635e-06,179,0.6380792856216431,0.6812211275100708,0.6812211275100708,0.6812211275100708,,
18,,189,,,,,0.5488176941871643,0.6824774742126465
18,9.336334187537432e-06,189,0.6419494152069092,0.6799536347389221,0.6799536347389221,0.6799536347389221,,
19,,199,,,,,0.5519641637802124,0.6804271340370178
19,9.931789463735186e-06,199,0.6576803922653198,0.6779682040214539,0.6779682040214539,0.6779682040214539,,
20,,209,,,,,0.5666476488113403,0.6776428818702698
20,1.0556563211139292e-05,209,0.6718108057975769,0.676331102848053,0.676331102848053,0.676331102848053,,
21,,219,,,,,0.5663615465164185,0.6757175922393799
21,1.1210221600777004e-05,219,0.6827281713485718,0.6740451455116272,0.6740451455116272,0.6740451455116272,,
22,,229,,,,,0.5659801959991455,0.6741562485694885
22,1.1892304428329226e-05,229,0.6937410831451416,0.6719470620155334,0.6719470620155334,0.6719470620155334,,
23,,239,,,,,0.58152174949646,0.6708341836929321
23,1.2602339666045737e-05,239,0.6893215179443359,0.6712159514427185,0.6712159514427185,0.6712159514427185,,
24,,249,,,,,0.5882914066314697,0.6690582036972046
24,1.333983163931407e-05,249,0.7083253860473633,0.6676586270332336,0.6676586270332336,0.6676586270332336,,
25,,259,,,,,0.5883867144584656,0.6672807931900024
25,1.4104270121606532e-05,259,0.7039775848388672,0.6668149828910828,0.6668149828910828,0.6668149828910828,,
26,,269,,,,,0.6010679006576538,0.6650189757347107
26,1.4895115782564972e-05,269,0.7078714370727539,0.6647112369537354,0.6647112369537354,0.6647112369537354,,
27,,279,,,,,0.5997330546379089,0.6641688346862793
27,1.5711817468400113e-05,279,0.7194338440895081,0.660863995552063,0.660863995552063,0.660863995552063,,
28,,289,,,,,0.612890899181366,0.6633850336074829
28,1.6553813111386262e-05,289,0.7223721742630005,0.6587619185447693,0.6587619185447693,0.6587619185447693,,
29,,299,,,,,0.6183257102966309,0.6606152653694153
29,1.7420510630472563e-05,299,0.7206999063491821,0.6561418771743774,0.6561418771743774,0.6561418771743774,,
30,,309,,,,,0.6182303428649902,0.6581204533576965
30,1.831130612117704e-05,309,0.729550838470459,0.6528038382530212,0.6528038382530212,0.6528038382530212,,
31,,319,,,,,0.6310068964958191,0.6530316472053528
31,1.9225581127102487e-05,319,0.7236621975898743,0.6512997150421143,0.6512997150421143,0.6512997150421143,,
32,,329,,,,,0.6407322883605957,0.6521002650260925
32,2.0162699001957662e-05,329,0.7309244871139526,0.6466108560562134,0.6466108560562134,0.6466108560562134,,
33,,339,,,,,0.6440694332122803,0.6518425941467285
33,2.112200490955729e-05,339,0.7330506443977356,0.6432902216911316,0.6432902216911316,0.6432902216911316,,
34,,349,,,,,0.6472159028053284,0.6453498601913452
34,2.2102824004832655e-05,349,0.7312111854553223,0.641493022441864,0.641493022441864,0.641493022441864,,
35,,359,,,,,0.6480740308761597,0.6424363851547241
35,2.310448144271504e-05,359,0.735917329788208,0.6377699375152588,0.6377699375152588,0.6377699375152588,,
36,,369,,,,,0.6522692441940308,0.6371907591819763
36,2.4126278731273487e-05,369,0.7467032670974731,0.6326656341552734,0.6326656341552734,0.6326656341552734,,
37,,379,,,,,0.6629481315612793,0.632943332195282
37,2.516750646464061e-05,379,0.745640218257904,0.6291937828063965,0.6291937828063965,0.6291937828063965,,
38,,389,,,,,0.669431746006012,0.629470944404602
38,2.6227422495139763e-05,389,0.7446846961975098,0.6267247796058655,0.6267247796058655,0.6267247796058655,,
39,,399,,,,,0.6647597551345825,0.6293648481369019
39,2.7305308321956545e-05,399,0.7454849481582642,0.6220930218696594,0.6220930218696594,0.6220930218696594,,
