epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.4627048969268799,0.700279176235199
0,4.003178673883667e-06,6,0.6864100694656372,,
1,,13,,0.48340165615081787,0.691241979598999
1,4.06356912208139e-06,13,0.677434504032135,,
2,,20,,0.5137295126914978,0.6809563040733337
2,4.231895673001418e-06,20,0.6719685196876526,,
3,,27,,0.5393442511558533,0.6717278361320496
3,4.507779976847814e-06,27,0.6601992845535278,,
4,,34,,0.596926212310791,0.6638059616088867
4,4.890600393991917e-06,34,0.6550857424736023,,
5,,41,,0.6008196473121643,0.6548434495925903
5,5.379494268709095e-06,41,0.6483194828033447,,
6,,48,,0.5665982961654663,0.6455474495887756
6,5.973362021904904e-06,48,0.6420215368270874,,
7,,55,,0.5346311330795288,0.6374789476394653
7,6.670866696367739e-06,55,0.6312680244445801,,
8,,62,,0.5428279042243958,0.6292132139205933
8,7.470435775758233e-06,62,0.6283033490180969,,
9,,69,,0.546721339225769,0.6211264729499817
9,8.370270734303631e-06,69,0.6175621747970581,,
10,,76,,0.5680327415466309,0.6133977770805359
10,9.368345672555733e-06,76,0.6076482534408569,,
11,,83,,0.6079918146133423,0.6091015934944153
11,1.0462411410117056e-05,83,0.6001887917518616,,
12,,90,,0.6190573573112488,0.6015170812606812
12,1.1650006854324602e-05,90,0.5943816900253296,,
13,,97,,0.6141393184661865,0.5948487520217896
13,1.2928455362271052e-05,97,0.5857390761375427,,
14,,104,,0.6489753723144531,0.5908090472221375
14,1.42948802022147e-05,104,0.5748792290687561,,
15,,111,,0.6827869415283203,0.5939198732376099
15,1.5746203644084744e-05,111,0.5688529014587402,,
16,,118,,0.6756147742271423,0.585056722164154
16,1.7279158782912418e-05,118,0.5670254826545715,,
17,,125,,0.665778636932373,0.5836520195007324
17,1.889029226731509e-05,125,0.5559700131416321,,
18,,132,,0.6702868938446045,0.5806408524513245
18,2.0575977032422088e-05,132,0.5507259368896484,,
19,,139,,0.7231557369232178,0.5782870054244995
19,2.2332418666337617e-05,139,0.5629041194915771,,
20,,146,,0.7043032646179199,0.5852769613265991
20,2.4155660867108963e-05,146,0.542178750038147,,
21,,153,,0.7198770642280579,0.5709242224693298
21,2.604159999464173e-05,153,0.5418259501457214,,
22,,160,,0.6920081973075867,0.5714142918586731
22,2.7985990527668037e-05,160,0.541273295879364,,
23,,167,,0.693852424621582,0.5667560696601868
23,2.9984450520714745e-05,167,0.5369747281074524,,
24,,174,,0.7186475396156311,0.5630480647087097
24,3.203247979399748e-05,174,0.5313670039176941,,
25,,181,,0.6877049207687378,0.5632681250572205
25,3.412547448533587e-05,181,0.532820463180542,,
26,,188,,0.7194672226905823,0.5647503137588501
26,3.62587088602595e-05,188,0.5149805545806885,,
27,,195,,0.7038934230804443,0.5776494145393372
27,3.8427391700679436e-05,195,0.504467248916626,,
28,,202,,0.6946721076965332,0.5930272936820984
28,4.062663720105775e-05,202,0.4945112466812134,,
29,,209,,0.7198770046234131,0.5966025590896606
29,4.285148315830156e-05,209,0.4893482029438019,,
30,,216,,0.7305327653884888,0.5689274072647095
30,4.509693826548755e-05,216,0.5057255625724792,,
31,,223,,0.7206966876983643,0.6358451247215271
31,4.735793481813744e-05,223,0.4780298173427582,,
