epoch,learning_rate,step,training_auroc,training_loss,validation_auroc,validation_loss
0,,6,,,0.5387097001075745,0.712756872177124
0,4.0030536183621734e-06,6,0.5201417207717896,0.6972025632858276,,
1,,13,,,0.530443549156189,0.7075355648994446
1,4.063194410264259e-06,13,0.5386639833450317,0.6950250864028931,,
2,,20,,,0.5520161390304565,0.7038037776947021
2,4.2312722143833525e-06,20,0.5438765287399292,0.6932592988014221,,
3,,27,,,0.5570564866065979,0.7002217173576355
3,4.506909135670867e-06,27,0.559185266494751,0.6915908455848694,,
4,,34,,,0.55463707447052,0.6968668103218079
4,4.889483989245491e-06,34,0.5905364751815796,0.6892325282096863,,
5,,41,,,0.5459677577018738,0.6942802667617798
5,5.3781350288772956e-06,41,0.6415233016014099,0.6854219436645508,,
6,,48,,,0.5457661151885986,0.6911438703536987
6,5.971763130219188e-06,48,0.6551365852355957,0.6845635771751404,,
7,,55,,,0.5506048202514648,0.6876112222671509
7,6.66903088131221e-06,55,0.6516447067260742,0.6834061741828918,,
8,,62,,,0.5512096881866455,0.6845908761024475
8,7.468368494301103e-06,62,0.6511386632919312,0.6827322840690613,,
9,,69,,,0.555443525314331,0.6822372078895569
9,8.367976079171058e-06,69,0.7107540369033813,0.6775974631309509,,
10,,76,,,0.5774193406105042,0.6801440119743347
10,9.365828191221226e-06,76,0.7165485620498657,0.6744210124015808,,
11,,83,,,0.5840725898742676,0.6777473092079163
11,1.0459676559548825e-05,83,0.7163714170455933,0.6724382638931274,,
12,,90,,,0.5993951559066772,0.6750393509864807
12,1.1647061910480261e-05,90,0.7364372611045837,0.6673639416694641,,
13,,97,,,0.5887097120285034,0.6713630557060242
13,1.2925307601108216e-05,97,0.7191801071166992,0.665988564491272,,
14,,104,,,0.6042338609695435,0.6706526279449463
14,1.4291535080701578e-05,104,0.737575888633728,0.6607792973518372,,
15,,111,,,0.6044355034828186,0.6671856045722961
15,1.5742669347673655e-05,111,0.7424089312553406,0.6553806662559509,,
16,,118,,,0.6137096881866455,0.6651616096496582
16,1.7275442587560974e-05,118,0.7432944774627686,0.6512009501457214,,
17,,125,,,0.6288306713104248,0.6653615832328796
17,1.8886405086959712e-05,125,0.74676114320755,0.6459357142448425,,
18,,132,,,0.6381048560142517,0.6636619567871094
18,2.0571924324030988e-05,132,0.748633623123169,0.640912652015686,,
19,,139,,,0.6254032254219055,0.6600077152252197
19,2.2328211343847215e-05,139,0.7466852068901062,0.6368228197097778,,
20,,146,,,0.6266129016876221,0.6544675827026367
20,2.4151308025466278e-05,146,0.7535678148269653,0.62999027967453,,
21,,153,,,0.6229838132858276,0.6490387320518494
21,2.603711254778318e-05,153,0.7464574575424194,0.6269463896751404,,
22,,160,,,0.6278225779533386,0.6447988152503967
22,2.7981373932561837e-05,160,0.7529605627059937,0.6173340082168579,,
23,,167,,,0.6298387050628662,0.6453531980514526
23,2.9979719329276122e-05,167,0.7544787526130676,0.6112179756164551,,
24,,174,,,0.6129032373428345,0.6439951658248901
24,3.2027644920162857e-05,174,0.7532641887664795,0.6048058867454529,,
25,,181,,,0.6282258033752441,0.6431359648704529
25,3.412054866203107e-05,181,0.7556933164596558,0.5995209217071533,,
26,,188,,,0.6161290407180786,0.633548378944397
26,3.625369936344214e-05,188,0.7614119052886963,0.5904887914657593,,
27,,195,,,0.6143144965171814,0.6266610622406006
27,3.842230944428593e-05,195,0.7616143226623535,0.5880205035209656,,
28,,202,,,0.6302419304847717,0.6459393501281738
28,4.0621500374982134e-05,202,0.7593623399734497,0.5825628638267517,,
29,,209,,,0.624193549156189,0.641173779964447
29,4.2846299038501456e-05,209,0.7612601518630981,0.582297682762146,,
30,,216,,,0.6272177696228027,0.6123237013816833
30,4.509171412792057e-05,216,0.7673330307006836,0.5738152861595154,,
31,,223,,,0.6298387050628662,0.6320564150810242
31,4.735268157674e-05,223,0.7840081453323364,0.5626177787780762,,
