epoch,learning_rate,step,training_auroc,training_domain_balanced_blend,training_domain_balanced_loss,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,9,,,,,,,0.502860426902771,0.6973368525505066
0,4.000507033197209e-06,9,0.47437888383865356,1.0,0.693760871887207,0.693760871887207,0.693760871887207,0.693760871887207,,
1,,19,,,,,,,0.501239538192749,0.6968106031417847
1,4.0182458178605884e-06,19,0.4856187105178833,1.0,0.6937665343284607,0.6937665343284607,0.6937665343284607,0.6937665343284607,,
2,,29,,,,,,,0.5071510076522827,0.6965323090553284
2,4.069424903718755e-06,29,0.47963446378707886,1.0,0.6942832469940186,0.6942832469940186,0.6942832469940186,0.6942832469940186,,
3,,39,,,,,,,0.5030511021614075,0.6965140700340271
3,4.154007001488935e-06,39,0.48622792959213257,1.0,0.6938763856887817,0.6938763856887817,0.6938763856887817,0.6938763856887817,,
4,,49,,,,,,,0.5147787928581238,0.6959662437438965
4,4.271933448762866e-06,49,0.4848542809486389,1.0,0.692801833152771,0.692801833152771,0.692801833152771,0.692801833152771,,
5,,59,,,,,,,0.5161136388778687,0.6952399611473083
5,4.4231233005120885e-06,59,0.5105082392692566,1.0,0.6916882395744324,0.6916882395744324,0.6916882395744324,0.6916882395744324,,
6,,69,,,,,,,0.5195461511611938,0.6947731375694275
6,4.607469236361794e-06,69,0.5284280776977539,1.0,0.6898972392082214,0.6898972392082214,0.6898972392082214,0.6898972392082214,,
7,,79,,,,,,,0.5241227746009827,0.6937505006790161
7,4.8248443818010855e-06,79,0.5130255222320557,1.0,0.691207766532898,0.691207766532898,0.691207766532898,0.691207766532898,,
8,,89,,,,,,,0.5307971239089966,0.6931729316711426
8,5.075095941720065e-06,89,0.5223363637924194,1.0,0.6900004744529724,0.6900004744529724,0.6900004744529724,0.6900004744529724,,
9,,99,,,,,,,0.5355644226074219,0.6925517916679382
9,5.358051566872746e-06,99,0.5443980097770691,1.0,0.6881031394004822,0.6881031394004822,0.6881031394004822,0.6881031394004822,,
10,,109,,,,,,,0.5376620888710022,0.691841185092926
10,5.673512532666791e-06,109,0.5429766178131104,1.0,0.6892359852790833,0.6892359852790833,0.6892359852790833,0.6892359852790833,,
11,,119,,,,,,,0.5449084043502808,0.6908992528915405
11,6.0212573771423195e-06,119,0.5591495633125305,1.0,0.6883149743080139,0.6883149743080139,0.6883149743080139,0.6883149743080139,,
12,,129,,,,,,,0.549580454826355,0.6896708607673645
12,6.401047357940115e-06,129,0.5626373291015625,1.0,0.6867004632949829,0.6867004632949829,0.6867004632949829,0.6867004632949829,,
13,,139,,,,,,,0.5462433099746704,0.6879254579544067
13,6.8126159931125585e-06,139,0.5681676864624023,1.0,0.6861271858215332,0.6861271858215332,0.6861271858215332,0.6861271858215332,,
14,,149,,,,,,,0.5456712245941162,0.6857456564903259
14,7.255674518091837e-06,149,0.6013138890266418,1.0,0.6830952167510986,0.6830952167510986,0.6830952167510986,0.6830952167510986,,
15,,159,,,,,,,0.5446224212646484,0.684553325176239
15,7.729918252152856e-06,159,0.5987219214439392,1.0,0.6839703917503357,0.6839703917503357,0.6839703917503357,0.6839703917503357,,
16,,169,,,,,,,0.5500571727752686,0.6832462549209595
16,8.235014320234768e-06,169,0.6006689071655273,1.0,0.6832724213600159,0.6832724213600159,0.6832724213600159,0.6832724213600159,,
17,,179,,,,,,,0.5597826242446899,0.6806439161300659
17,8.770610293140635e-06,179,0.5951146483421326,1.0,0.6847290396690369,0.6847290396690369,0.6847290396690369,0.6847290396690369,,
18,,189,,,,,,,0.5767543911933899,0.6783642768859863
18,9.336334187537432e-06,189,0.623041033744812,1.0,0.68068528175354,0.68068528175354,0.68068528175354,0.68068528175354,,
19,,199,,,,,,,0.5658848285675049,0.6768086552619934
19,9.931789463735186e-06,199,0.6573936939239502,1.0,0.6771405935287476,0.6771405935287476,0.6771405935287476,0.6771405935287476,,
20,,209,,,,,,,0.5737032890319824,0.676775336265564
20,1.0556563211139292e-05,209,0.6482919454574585,1.0,0.6779351830482483,0.6779351830482483,0.6779351830482483,0.6779351830482483,,
21,,219,,,,,,,0.5750380754470825,0.6756958365440369
21,1.1210221600777004e-05,219,0.6506569385528564,1.0,0.6784070134162903,0.6784070134162903,0.6784070134162903,0.6784070134162903,,
22,,229,,,,,,,0.570652186870575,0.6758908033370972
22,1.1892304428329226e-05,229,0.6615265607833862,1.0,0.676753580570221,0.676753580570221,0.676753580570221,0.676753580570221,,
23,,239,,,,,,,0.5780892372131348,0.6751894950866699
23,1.2602339666045737e-05,239,0.686084508895874,1.0,0.6733048558235168,0.6733048558235168,0.6733048558235168,0.6733048558235168,,
24,,249,,,,,,,0.5821892023086548,0.6756307482719421
24,1.333983163931407e-05,249,0.6823936700820923,1.0,0.6736540794372559,0.6736540794372559,0.6736540794372559,0.6736540794372559,,
25,,259,,,,,,,0.5784706473350525,0.6723856329917908
25,1.4104270121606532e-05,259,0.7023411393165588,1.0,0.6707503795623779,0.6707503795623779,0.6707503795623779,0.6707503795623779,,
26,,269,,,,,,,0.5837147235870361,0.6712778806686401
26,1.4895115782564972e-05,269,0.7147157192230225,1.0,0.6690800189971924,0.6690800189971924,0.6690800189971924,0.6690800189971924,,
27,,279,,,,,,,0.593630850315094,0.667957067489624
27,1.5711817468400113e-05,279,0.7297897338867188,1.0,0.6644113063812256,0.6644113063812256,0.6644113063812256,0.6644113063812256,,
28,,289,,,,,,,0.597540020942688,0.6666091084480286
28,1.6553813111386262e-05,289,0.7197085618972778,1.0,0.6658120155334473,0.6658120155334473,0.6658120155334473,0.6658120155334473,,
29,,299,,,,,,,0.604881763458252,0.6642446517944336
29,1.7420510630472563e-05,299,0.7304825782775879,1.0,0.6625146269798279,0.6625146269798279,0.6625146269798279,0.6625146269798279,,
30,,309,,,,,,,0.614797830581665,0.6622856855392456
30,1.831130612117704e-05,309,0.7237339019775391,1.0,0.6613584756851196,0.6613584756851196,0.6613584756851196,0.6613584756851196,,
31,,319,,,,,,,0.6143211722373962,0.6560342311859131
31,1.9225581127102487e-05,319,0.7256778478622437,1.0,0.6607753038406372,0.6607753038406372,0.6607753038406372,0.6607753038406372,,
32,,329,,,,,,,0.6185163855552673,0.6565800905227661
32,2.0162699001957662e-05,329,0.7380673885345459,1.0,0.655167818069458,0.655167818069458,0.655167818069458,0.655167818069458,,
33,,339,,,,,,,0.6283371448516846,0.6554737687110901
33,2.112200490955729e-05,339,0.7404682636260986,1.0,0.6525888442993164,0.6525888442993164,0.6525888442993164,0.6525888442993164,,
34,,349,,,,,,,0.648360013961792,0.6523199677467346
34,2.2102824004832655e-05,349,0.7374223470687866,1.0,0.6507495045661926,0.6507495045661926,0.6507495045661926,0.6507495045661926,,
35,,359,,,,,,,0.6537948250770569,0.6470099091529846
35,2.310448144271504e-05,359,0.7377806901931763,1.0,0.6466023325920105,0.6466023325920105,0.6466023325920105,0.6466023325920105,,
36,,369,,,,,,,0.6496949195861816,0.638413667678833
36,2.4126278731273487e-05,369,0.7270544767379761,1.0,0.6473230719566345,0.6473230719566345,0.6473230719566345,0.6473230719566345,,
37,,379,,,,,,,0.6522692441940308,0.6365876793861389
37,2.516750646464061e-05,379,0.7328594923019409,1.0,0.6432450413703918,0.6432450413703918,0.6432450413703918,0.6432450413703918,,
38,,389,,,,,,,0.6725782155990601,0.6375930309295654
38,2.6227422495139763e-05,389,0.7263736724853516,1.0,0.6413722038269043,0.6413722038269043,0.6413722038269043,0.6413722038269043,,
39,,399,,,,,,,0.6741037368774414,0.6388140916824341
39,2.7305308321956545e-05,399,0.7314739227294922,1.0,0.6402632594108582,0.6402632594108582,0.6402632594108582,0.6402632594108582,,
