,,count,roc_auc_score,average_precision_score,f1_score,p_value
exp16_macenko_conch_subbag,0,87,0.6026272577996716,0.4622143483036658,0.022727272727272728,0.06021179455600759
exp16_macenko_conch_subbag,1,147,0.6026272577996716,0.7282286096320594,0.7736842105263158,0.06021180433813697
