epoch,learning_rate,step,training_auroc,training_domain_acc,training_domain_loss,training_domain_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,,0.5270161628723145,0.7829270958900452
0,4.001942670583958e-06,6,0.5221912860870361,0.502745509147644,0.6968920826911926,0.05000000074505806,1.426049828529358,0.7291577458381653,1.426049828529358,,
1,,13,,,,,,,,0.5387097001075745,0.7740195989608765
1,4.040205567434896e-06,13,0.5313765406608582,0.49270734190940857,0.6984107494354248,0.10000000149011612,1.4220261573791504,0.7236155867576599,1.4220261573791504,,
2,,20,,,,,,,,0.5286290645599365,0.7662228345870972
2,4.147169875068357e-06,20,0.5375759601593018,0.47831353545188904,0.6970104575157166,0.14999999105930328,1.4165818691253662,0.7195713520050049,1.4165818691253662,,
3,,27,,,,,,,,0.5306451320648193,0.7584195137023926
3,4.322683253121795e-06,27,0.5366144180297852,0.49117907881736755,0.6962405443191528,0.20000000298023224,1.4105195999145508,0.7142791152000427,1.4105195999145508,,
4,,34,,,,,,,,0.5245968103408813,0.7507284283638
4,4.566494226310169e-06,34,0.5482034683227539,0.48359787464141846,0.6982178688049316,0.25,1.4080355167388916,0.70981764793396,1.4080355167388916,,
5,,41,,,,,,,,0.5338709354400635,0.7430924773216248
5,4.878252639173297e-06,41,0.5533906817436218,0.49342429637908936,0.6992112398147583,0.29999998211860657,1.405992031097412,0.7067807912826538,1.405992031097412,,
6,,48,,,,,,,,0.5290322303771973,0.7354865074157715
6,5.25751283930731e-06,48,0.5289726853370667,0.48399245738983154,0.6998593211174011,0.3499999940395355,1.4052315950393677,0.7053723335266113,1.4052315950393677,,
7,,55,,,,,,,,0.5310484170913696,0.7286249995231628
7,5.7037318583752494e-06,55,0.5299088954925537,0.45042675733566284,0.7014113664627075,0.4000000059604645,1.4028815031051636,0.701470136642456,1.4028815031051636,,
8,,62,,,,,,,,0.5346773862838745,0.7221122980117798
8,6.2162680478650145e-06,62,0.5189523696899414,0.43491819500923157,0.7045104503631592,0.45000001788139343,1.4042258262634277,0.6997154355049133,1.4042258262634277,,
9,,69,,,,,,,,0.5463709831237793,0.7163379788398743
9,6.794390628783731e-06,69,0.5776821374893188,0.44015780091285706,0.7065302133560181,0.5,1.4005128145217896,0.6939827799797058,1.4005128145217896,,
10,,76,,,,,,,,0.5576612949371338,0.7095977067947388
10,7.437268777721329e-06,76,0.6013157367706299,0.4001239836215973,0.7093307971954346,0.5,1.3995906114578247,0.6902596950531006,1.3995906114578247,,
11,,83,,,,,,,,0.563306450843811,0.7040575742721558
11,8.143982995534316e-06,83,0.5636639595031738,0.3914075195789337,0.7114989757537842,0.5,1.4036026000976562,0.6921035647392273,1.4036026000976562,,
12,,90,,,,,,,,0.5818548202514648,0.6988736987113953
12,8.913521014619619e-06,90,0.5648026466369629,0.3610621392726898,0.7151919603347778,0.5,1.405134677886963,0.6899428367614746,1.405134677886963,,
13,,97,,,,,,,,0.5983871221542358,0.6946200728416443
13,9.744779163156636e-06,97,0.5676872730255127,0.2981967628002167,0.7205792665481567,0.5,1.4101511240005493,0.6895719170570374,1.4101511240005493,,
14,,104,,,,,,,,0.6193548440933228,0.6918228268623352
14,1.0636567822075449e-05,104,0.624772310256958,0.2631012201309204,0.725414514541626,0.5,1.4100067615509033,0.6845921874046326,1.4100067615509033,,
15,,111,,,,,,,,0.6362903118133545,0.68963223695755
15,1.1587609151320066e-05,111,0.6200151443481445,0.20253431797027588,0.7301205992698669,0.5,1.414259433746338,0.6841387748718262,1.414259433746338,,
16,,118,,,,,,,,0.6604838371276855,0.6872212886810303
16,1.2596541637321934e-05,118,0.6271698474884033,0.1567494124174118,0.7342799305915833,0.5,1.4172664880752563,0.6829864978790283,1.4172664880752563,,
17,,125,,,,,,,,0.6790322065353394,0.6846754550933838
17,1.366191736451583e-05,125,0.6444078683853149,0.12809449434280396,0.7416895627975464,0.5,1.4233441352844238,0.6816547513008118,1.4233441352844238,,
18,,132,,,,,,,,0.6983870267868042,0.6820406317710876
18,1.4782214748265687e-05,132,0.6614625453948975,0.09937378019094467,0.7466003894805908,0.5,1.4250611066818237,0.6784607768058777,1.4250611066818237,,
19,,139,,,,,,,,0.7072580456733704,0.6806691288948059
19,1.5955825801938772e-05,139,0.6927125453948975,0.07960240542888641,0.7535231709480286,0.5,1.428599238395691,0.6750760674476624,1.428599238395691,,
20,,146,,,,,,,,0.727419376373291,0.6774795651435852
20,1.7181064322357997e-05,146,0.689726710319519,0.0784892663359642,0.7577607035636902,0.5,1.4320813417434692,0.6743205785751343,1.4320813417434692,,
21,,153,,,,,,,,0.7358870506286621,0.6730753779411316
21,1.845618498919066e-05,153,0.723785400390625,0.06019975617527962,0.762846827507019,0.5,1.432332992553711,0.6694862246513367,1.432332992553711,,
22,,160,,,,,,,,0.7431451678276062,0.6700406670570374
22,1.9779357899096794e-05,160,0.7210273742675781,0.06059593707323074,0.767244815826416,0.5,1.4354987144470215,0.6682538986206055,1.4354987144470215,,
23,,167,,,,,,,,0.7487903237342834,0.6657882928848267
23,2.1148687665117905e-05,167,0.7366396188735962,0.056839827448129654,0.7715445160865784,0.5,1.4362781047821045,0.6647336483001709,1.4362781047821045,,
24,,174,,,,,,,,0.7548387050628662,0.6604418754577637
24,2.256220977869816e-05,174,0.7213562726974487,0.046501874923706055,0.7736124396324158,0.5,1.4377930164337158,0.6641806960105896,1.4377930164337158,,
25,,181,,,,,,,,0.7576613426208496,0.657331645488739
25,2.401790152362082e-05,181,0.7459007501602173,0.050370149314403534,0.7773085236549377,0.5,1.4374052286148071,0.6600966453552246,1.4374052286148071,,
26,,188,,,,,,,,0.7572580575942993,0.6523501873016357
26,2.551367288106121e-05,188,0.7454200387001038,0.059157222509384155,0.7761247754096985,0.5,1.433412790298462,0.6572879552841187,1.433412790298462,,
27,,195,,,,,,,,0.7641128897666931,0.6480284333229065
27,2.7047391995438375e-05,195,0.753087043762207,0.05579569935798645,0.773936927318573,0.5,1.425950288772583,0.6520131826400757,1.425950288772583,,
28,,202,,,,,,,,0.7685483694076538,0.6436300873756409
28,2.8616854251595214e-05,202,0.7539726495742798,0.06789793819189072,0.7697686553001404,0.5,1.419224500656128,0.6494558453559875,1.419224500656128,,
29,,209,,,,,,,,0.7709677219390869,0.6424906253814697
29,3.0219811378628947e-05,209,0.7566295862197876,0.10494054853916168,0.7623296976089478,0.5,1.4069857597351074,0.6446561217308044,1.4069857597351074,,
30,,216,,,,,,,,0.77338707447052,0.637501060962677
30,3.1853971449891105e-05,216,0.7564777135848999,0.20158344507217407,0.7502403259277344,0.5,1.391963243484497,0.641723096370697,1.391963243484497,,
31,,223,,,,,,,,0.774193525314331,0.6304333209991455
31,3.351698615006171e-05,223,0.7574139833450317,0.3541853725910187,0.7361036539077759,0.5,1.373670220375061,0.6375665068626404,1.373670220375061,,
32,,230,,,,,,,,0.7762097120285034,0.6248651742935181
32,3.5206474422011524e-05,230,0.765738844871521,0.44236141443252563,0.719338595867157,0.5,1.3532371520996094,0.6338983774185181,1.3532371520996094,,
33,,237,,,,,,,,0.7729839086532593,0.6191776394844055
33,3.692002792377025e-05,237,0.7722924947738647,0.48568612337112427,0.7010279893875122,0.5,1.3278601169586182,0.6268323063850403,1.3278601169586182,,
34,,244,,,,,,,,0.771774172782898,0.6143496632575989
34,3.865517646772787e-05,244,0.7681933641433716,0.512968122959137,0.6812313795089722,0.5,1.3046427965164185,0.6234114170074463,1.3046427965164185,,
35,,251,,,,,,,,0.7588709592819214,0.6071539521217346
