epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.40645161271095276,0.33799847960472107
0,4.0030536183621734e-06,6,0.3419370651245117,,
1,,13,,0.460080623626709,0.33654144406318665
1,4.063194410264259e-06,13,0.33772513270378113,,
2,,20,,0.5145161151885986,0.3362612724304199
2,4.2312722143833525e-06,20,0.3350084125995636,,
3,,27,,0.5520161390304565,0.335170716047287
3,4.506909135670867e-06,27,0.3327837586402893,,
4,,34,,0.5854838490486145,0.331353098154068
4,4.889483989245491e-06,34,0.32922086119651794,,
5,,41,,0.6100807189941406,0.32789504528045654
5,5.3781350288772956e-06,41,0.3275095522403717,,
6,,48,,0.630241870880127,0.32438597083091736
6,5.971763130219188e-06,48,0.32578542828559875,,
7,,55,,0.6419354677200317,0.3214903771877289
7,6.66903088131221e-06,55,0.3213006556034088,,
8,,62,,0.6512097120285034,0.31847333908081055
8,7.468368494301103e-06,62,0.319128155708313,,
9,,69,,0.664919376373291,0.3161849081516266
9,8.367976079171058e-06,69,0.3173452317714691,,
10,,76,,0.6669354438781738,0.31316444277763367
10,9.365828191221226e-06,76,0.3101513385772705,,
11,,83,,0.6685483455657959,0.3112433850765228
11,1.0459676559548825e-05,83,0.30996009707450867,,
12,,90,,0.6685483455657959,0.3091822564601898
12,1.1647061910480261e-05,90,0.30779361724853516,,
13,,97,,0.6697580814361572,0.3056279420852661
13,1.2925307601108216e-05,97,0.29953715205192566,,
14,,104,,0.6713709831237793,0.30219587683677673
14,1.4291535080701578e-05,104,0.2964515686035156,,
15,,111,,0.6741935610771179,0.30028632283210754
15,1.5742669347673655e-05,111,0.2928890585899353,,
16,,118,,0.6770161390304565,0.30172938108444214
16,1.7275442587560974e-05,118,0.2876585125923157,,
17,,125,,0.6737903356552124,0.2982075810432434
17,1.8886405086959712e-05,125,0.28259971737861633,,
18,,132,,0.6685483455657959,0.29873156547546387
18,2.0571924324030988e-05,132,0.2786419093608856,,
19,,139,,0.6705645322799683,0.2977900207042694
19,2.2328211343847215e-05,139,0.2733784019947052,,
20,,146,,0.6725805997848511,0.30162400007247925
20,2.4151308025466278e-05,146,0.26789331436157227,,
21,,153,,0.6725805997848511,0.30106666684150696
21,2.603711254778318e-05,153,0.2667463421821594,,
22,,160,,0.6754032373428345,0.3102213740348816
22,2.7981373932561837e-05,160,0.2563939392566681,,
23,,167,,0.6790322661399841,0.2998587489128113
23,2.9979719329276122e-05,167,0.25783130526542664,,
24,,174,,0.6814516186714172,0.2994013726711273
24,3.2027644920162857e-05,174,0.2573941648006439,,
25,,181,,0.6846774220466614,0.2985951006412506
25,3.412054866203107e-05,181,0.2607225775718689,,
26,,188,,0.6850806474685669,0.3071065843105316
26,3.625369936344214e-05,188,0.2522038519382477,,
27,,195,,0.6917338371276855,0.3060756027698517
27,3.842230944428593e-05,195,0.25444504618644714,,
28,,202,,0.6899193525314331,0.31287217140197754
28,4.0621500374982134e-05,202,0.24277880787849426,,
29,,209,,0.688306450843811,0.2998322546482086
29,4.2846299038501456e-05,209,0.246405228972435,,
30,,216,,0.6911290884017944,0.3039242625236511
30,4.509171412792057e-05,216,0.23958435654640198,,
31,,223,,0.6979838609695435,0.30686917901039124
31,4.735268157674e-05,223,0.2407388687133789,,
