epoch,learning_rate,step,training_auroc,training_distillation_loss,training_distillation_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
26,,188,,,,,,,0.6608606576919556,0.6334760189056396
26,2.551721627241932e-05,188,0.7335937023162842,0.005180705804377794,0.34999996423721313,0.626431405544281,0.6246181726455688,0.626431405544281,,
27,,195,,,,,,,0.6932377219200134,0.6358475089073181
27,2.705101724131964e-05,195,0.7376763820648193,0.004363471642136574,0.34999996423721313,0.6221182346343994,0.6205910444259644,0.6221182346343994,,
28,,202,,,,,,,0.6866803169250488,0.6390340924263
28,2.862055589503143e-05,202,0.7409021854400635,0.002894091187044978,0.34999996423721313,0.6178413033485413,0.6168283224105835,0.6178413033485413,,
29,,209,,,,,,,0.6823770403862,0.6302528977394104
29,3.0223585781641304e-05,209,0.7421623468399048,0.0022964361123740673,0.34999996423721313,0.615468442440033,0.614664614200592,0.615468442440033,,
30,,216,,,,,,,0.6854507923126221,0.6216757893562317
30,3.1857813155511394e-05,216,0.7409778237342834,0.0028611947782337666,0.34999996423721313,0.6120104789733887,0.6110090613365173,0.6120104789733887,,
31,,223,,,,,,,0.6735655665397644,0.6240121126174927
31,3.352088970132172e-05,223,0.7486139535903931,0.0029632840305566788,0.34999996423721313,0.6068666577339172,0.6058294773101807,0.6068666577339172,,
32,,230,,,,,,,0.7028688192367554,0.6237978339195251
32,3.521043618093245e-05,230,0.7482106685638428,0.002412188332527876,0.34999996423721313,0.6033177971839905,0.6024735569953918,0.6033177971839905,,
33,,237,,,,,,,0.7024589776992798,0.6285789608955383
33,3.6924036976415664e-05,237,0.7460181713104248,0.002082118997350335,0.34999996423721313,0.6015270352363586,0.6007983088493347,0.6015270352363586,,
34,,244,,,,,,,0.6981557011604309,0.614458441734314
34,3.865923281409778e-05,244,0.7509828805923462,0.00220914906822145,0.34999996423721313,0.596672534942627,0.5958993434906006,0.596672534942627,,
35,,251,,,,,,,0.6795082092285156,0.6052995324134827
35,4.041353895445354e-05,251,0.7522680759429932,0.003807993605732918,0.34999996423721313,0.5936725735664368,0.5923397541046143,0.5936725735664368,,
36,,258,,,,,,,0.6903688907623291,0.6105940937995911
36,4.218444155412726e-05,258,0.7527469396591187,0.0036255898885428905,0.34999996423721313,0.590465247631073,0.5891963243484497,0.590465247631073,,
37,,265,,,,,,,0.7202868461608887,0.6135690212249756
37,4.396940494189039e-05,265,0.75390625,0.0020218391437083483,0.34999996423721313,0.5855188965797424,0.5848112106323242,0.5855188965797424,,
38,,272,,,,,,,0.7008196711540222,0.6033465266227722
38,4.576587161864154e-05,272,0.7592238187789917,0.001923514879308641,0.34999996423721313,0.581308126449585,0.5806348323822021,0.581308126449585,,
39,,279,,,,,,,0.720696747303009,0.6031407713890076
39,4.757127317134291e-05,279,0.763432502746582,0.001994315069168806,0.34999996423721313,0.576606273651123,0.5759081840515137,0.576606273651123,,
