epoch,learning_rate,step,training_auroc,training_coral_loss,training_coral_weight,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,,,0.5330644845962524,0.7703109979629517
0,4.001942670583958e-06,6,0.633122444152832,7.772030221531168e-05,0.02500000037252903,0.7158718705177307,0.7158700823783875,0.7158718705177307,,
1,,13,,,,,,,0.5076613426208496,0.759837806224823
1,4.040205567434896e-06,13,0.6464574933052063,7.586994615849108e-05,0.05000000074505806,0.7085763216018677,0.7085725665092468,0.7085763216018677,,
2,,20,,,,,,,0.510887086391449,0.747771680355072
2,4.147169875068357e-06,20,0.64835524559021,7.299005665117875e-05,0.07499999552965164,0.7021885514259338,0.7021830081939697,0.7021885514259338,,
3,,27,,,,,,,0.5120967626571655,0.7373913526535034
3,4.322683253121795e-06,27,0.6472418904304504,7.413406274281442e-05,0.10000000149011612,0.6973682045936584,0.6973607540130615,0.6973682045936584,,
4,,34,,,,,,,0.5096774101257324,0.7271658778190613
4,4.566494226310169e-06,34,0.6477226614952087,7.26840371498838e-05,0.125,0.6926460266113281,0.6926369071006775,0.6926460266113281,,
5,,41,,,,,,,0.5042338967323303,0.7182038426399231
5,4.878252639173297e-06,41,0.662145733833313,7.837525481591001e-05,0.14999999105930328,0.6878595948219299,0.6878477931022644,0.6878595948219299,,
6,,48,,,,,,,0.5171371102333069,0.709278404712677
6,5.25751283930731e-06,48,0.668674111366272,7.597691001137719e-05,0.17499999701976776,0.6850149631500244,0.68500155210495,0.6850149631500244,,
7,,55,,,,,,,0.5215725302696228,0.7015817761421204
7,5.7037318583752494e-06,55,0.6727226972579956,8.276887820102274e-05,0.20000000298023224,0.6825460195541382,0.6825294494628906,0.6825460195541382,,
8,,62,,,,,,,0.5360887050628662,0.6962890625
8,6.2162680478650145e-06,62,0.685551643371582,7.497724436689168e-05,0.20000000298023224,0.6797534227371216,0.6797384023666382,0.6797534227371216,,
9,,69,,,,,,,0.5288306474685669,0.6925515532493591
9,6.794390628783731e-06,69,0.693168044090271,7.43461205274798e-05,0.20000000298023224,0.6782445311546326,0.6782296895980835,0.6782445311546326,,
10,,76,,,,,,,0.5278226137161255,0.6890531182289124
10,7.437268777721329e-06,76,0.7025303840637207,8.058694220380858e-05,0.20000000298023224,0.6762021780014038,0.6761860251426697,0.6762021780014038,,
11,,83,,,,,,,0.5316532254219055,0.6870270371437073
11,8.143982995534316e-06,83,0.7155617475509644,7.402680057566613e-05,0.20000000298023224,0.6737967729568481,0.6737819910049438,0.6737967729568481,,
12,,90,,,,,,,0.54294353723526,0.6854802370071411
12,8.913521014619619e-06,90,0.7271761298179626,7.677429675823078e-05,0.20000000298023224,0.6715346574783325,0.6715192198753357,0.6715346574783325,,
13,,97,,,,,,,0.5491935610771179,0.6864365339279175
13,9.744779163156636e-06,97,0.7350455522537231,8.089897892205045e-05,0.20000000298023224,0.6685555577278137,0.6685393452644348,0.6685555577278137,,
14,,104,,,,,,,0.5530242323875427,0.6840580701828003
14,1.0636567822075449e-05,104,0.743016242980957,7.259911944856867e-05,0.20000000298023224,0.6655781865119934,0.665563702583313,0.6655781865119934,,
15,,111,,,,,,,0.5667338967323303,0.6833788752555847
15,1.1587609151320066e-05,111,0.748279333114624,7.571287278551608e-05,0.20000000298023224,0.6626074910163879,0.662592351436615,0.6626074910163879,,
16,,118,,,,,,,0.5667338967323303,0.6814161539077759
16,1.2596541637321934e-05,118,0.7483489513397217,8.101419371087104e-05,0.20000000298023224,0.6594592332839966,0.6594430208206177,0.6594592332839966,,
17,,125,,,,,,,0.5685484409332275,0.6766349673271179
17,1.366191736451583e-05,125,0.7475455403327942,7.781520980643108e-05,0.20000000298023224,0.6567240357398987,0.6567085385322571,0.6567240357398987,,
18,,132,,,,,,,0.5802419781684875,0.675027072429657
18,1.4782214748265687e-05,132,0.7541497945785522,8.285588410217315e-05,0.20000000298023224,0.6524707078933716,0.652454137802124,0.6524707078933716,,
19,,139,,,,,,,0.573387086391449,0.6735783815383911
19,1.5955825801938772e-05,139,0.7519230842590332,8.486083970637992e-05,0.20000000298023224,0.6490025520324707,0.6489856243133545,0.6490025520324707,,
20,,146,,,,,,,0.5860886573791504,0.670021116733551
20,1.7181064322357997e-05,146,0.7547317743301392,9.008428605739027e-05,0.20000000298023224,0.6453224420547485,0.6453043818473816,0.6453224420547485,,
21,,153,,,,,,,0.5852822661399841,0.6658095717430115
21,1.845618498919066e-05,153,0.7579959630966187,9.017062984639779e-05,0.20000000298023224,0.640834629535675,0.6408165693283081,0.640834629535675,,
22,,160,,,,,,,0.5874999761581421,0.6630780100822449
22,1.9779357899096794e-05,160,0.7560476064682007,9.05781562323682e-05,0.20000000298023224,0.6371929049491882,0.6371747851371765,0.6371929049491882,,
23,,167,,,,,,,0.5852823257446289,0.6580452919006348
23,2.1148687665117905e-05,167,0.7582995891571045,0.00010074397141579539,0.20000000298023224,0.6328697800636292,0.6328496336936951,0.6328697800636292,,
24,,174,,,,,,,0.5874999761581421,0.6610462665557861
24,2.256220977869816e-05,174,0.7580971717834473,0.0001013622313621454,0.20000000298023224,0.627456784248352,0.6274365186691284,0.627456784248352,,
25,,181,,,,,,,0.5975806713104248,0.6593946814537048
25,2.401790152362082e-05,181,0.7609311938285828,0.00011099848779849708,0.20000000298023224,0.6230068206787109,0.6229846477508545,0.6230068206787109,,
26,,188,,,,,,,0.600806474685669,0.6607769727706909
26,2.551367288106121e-05,188,0.7612601518630981,0.00010976247722283006,0.20000000298023224,0.6178123950958252,0.6177904009819031,0.6178123950958252,,
27,,195,,,,,,,0.5997983813285828,0.6594111323356628
27,2.7047391995438375e-05,195,0.7623229026794434,0.00012128792877774686,0.20000000298023224,0.6139798164367676,0.6139554977416992,0.6139798164367676,,
28,,202,,,,,,,0.6034274101257324,0.6559260487556458
28,2.8616854251595214e-05,202,0.7642965316772461,0.0001336897985311225,0.20000000298023224,0.6090275049209595,0.6090007424354553,0.6090275049209595,,
29,,209,,,,,,,0.603225827217102,0.6592214703559875
29,3.0219811378628947e-05,209,0.7622975707054138,0.00014633199316449463,0.20000000298023224,0.6045299172401428,0.6045007109642029,0.6045299172401428,,
30,,216,,,,,,,0.60161292552948,0.6446923613548279
30,3.1853971449891105e-05,216,0.7673076391220093,0.0001552104513393715,0.20000000298023224,0.5990774035453796,0.5990463495254517,0.5990774035453796,,
31,,223,,,,,,,0.6169354915618896,0.6386645436286926
31,3.351698615006171e-05,223,0.7690030336380005,0.0001599368843017146,0.20000000298023224,0.5933224558830261,0.5932904481887817,0.5933224558830261,,
32,,230,,,,,,,0.6143144965171814,0.636439323425293
32,3.5206474422011524e-05,230,0.7660361528396606,0.00017955873045139015,0.20000000298023224,0.591156005859375,0.5911200642585754,0.591156005859375,,
33,,237,,,,,,,0.6066532135009766,0.6442932486534119
33,3.692002792377025e-05,237,0.7679150104522705,0.0001778215664671734,0.20000000298023224,0.5837062001228333,0.5836706757545471,0.5837062001228333,,
34,,244,,,,,,,0.6183468103408813,0.6564293503761292
34,3.865517646772787e-05,244,0.7603238821029663,0.00020497846708167344,0.20000000298023224,0.5849030017852783,0.5848619341850281,0.5849030017852783,,
35,,251,,,,,,,0.6177419424057007,0.6302822232246399
35,4.0409446228295565e-05,251,0.7724696397781372,0.00022711255587637424,0.20000000298023224,0.5746248364448547,0.5745793581008911,0.5746248364448547,,
36,,258,,,,,,,0.6370967626571655,0.6310316324234009
36,4.2180319724138826e-05,258,0.7728744745254517,0.00024155747087206692,0.20000000298023224,0.5736258029937744,0.5735775232315063,0.5736258029937744,,
37,,265,,,,,,,0.6352822780609131,0.6508983373641968
37,4.396525037009269e-05,265,0.7731022834777832,0.0002415576163912192,0.20000000298023224,0.5685649514198303,0.5685166716575623,0.5685649514198303,,
38,,272,,,,,,,0.6429435014724731,0.6373140811920166
38,4.5761698856949806e-05,272,0.774924099445343,0.00030788397998549044,0.20000000298023224,0.5656293034553528,0.5655677914619446,0.5656293034553528,,
39,,279,,,,,,,0.6215726137161255,0.629106342792511
39,4.756708221975714e-05,279,0.7797317504882812,0.00029092447948642075,0.20000000298023224,0.5589107275009155,0.5588526129722595,0.5589107275009155,,
