,,count,roc_auc_score,average_precision_score,f1_score,p_value
exp20e_abmil_dann_w100,0,87,0.6296035655641568,0.4990994439323768,0.0,0.0009829228831566344
exp20e_abmil_dann_w100,1,147,0.6296035655641566,0.7343900933021765,0.7716535433070866,0.0009829252080175226
