epoch,learning_rate,step,training_loss,validation_auroc,validation_loss
0,,6,,0.40645161271095276,0.3385951519012451
0,4.0030536183621734e-06,6,0.3422362804412842,,
1,,13,,0.4544354975223541,0.3356078565120697
1,4.063194410264259e-06,13,0.33697301149368286,,
2,,20,,0.5060484409332275,0.33401522040367126
2,4.2312722143833525e-06,20,0.3336126208305359,,
3,,27,,0.5568548440933228,0.33280178904533386
3,4.506909135670867e-06,27,0.33196860551834106,,
4,,34,,0.5919355154037476,0.3313286304473877
4,4.889483989245491e-06,34,0.33019351959228516,,
5,,41,,0.6149193048477173,0.3283301293849945
5,5.3781350288772956e-06,41,0.3297062814235687,,
6,,48,,0.6314516067504883,0.32500314712524414
6,5.971763130219188e-06,48,0.3254093527793884,,
7,,55,,0.649193525314331,0.32186976075172424
7,6.66903088131221e-06,55,0.32094401121139526,,
8,,62,,0.6548386812210083,0.31831035017967224
8,7.468368494301103e-06,62,0.32032713294029236,,
9,,69,,0.6665322780609131,0.31536808609962463
9,8.367976079171058e-06,69,0.3173831105232239,,
10,,76,,0.6705645322799683,0.3130955398082733
10,9.365828191221226e-06,76,0.31351181864738464,,
11,,83,,0.6737903356552124,0.3099069893360138
11,1.0459676559548825e-05,83,0.3073905408382416,,
12,,90,,0.6754032373428345,0.30666646361351013
12,1.1647061910480261e-05,90,0.31052547693252563,,
13,,97,,0.6745967864990234,0.3050079643726349
13,1.2925307601108216e-05,97,0.301595002412796,,
14,,104,,0.6729838848114014,0.3017391562461853
14,1.4291535080701578e-05,104,0.29947587847709656,,
15,,111,,0.6749999523162842,0.30004528164863586
15,1.5742669347673655e-05,111,0.2925885319709778,,
16,,118,,0.6782258152961731,0.2994432747364044
16,1.7275442587560974e-05,118,0.2890651524066925,,
17,,125,,0.6749999523162842,0.2973412275314331
17,1.8886405086959712e-05,125,0.2814786434173584,,
18,,132,,0.6737903356552124,0.2974068224430084
18,2.0571924324030988e-05,132,0.27614712715148926,,
19,,139,,0.67177414894104,0.3041054904460907
19,2.2328211343847215e-05,139,0.2757646441459656,,
20,,146,,0.6713709831237793,0.298970490694046
20,2.4151308025466278e-05,146,0.2723630964756012,,
21,,153,,0.6705645322799683,0.30539509654045105
21,2.603711254778318e-05,153,0.26451241970062256,,
22,,160,,0.6685483455657959,0.3011665642261505
22,2.7981373932561837e-05,160,0.26150083541870117,,
23,,167,,0.670161247253418,0.30530768632888794
23,2.9979719329276122e-05,167,0.2603347897529602,,
24,,174,,0.6689516305923462,0.30171889066696167
24,3.2027644920162857e-05,174,0.26114621758461,,
25,,181,,0.6758064031600952,0.30720770359039307
25,3.412054866203107e-05,181,0.25178083777427673,,
26,,188,,0.6846774220466614,0.30703017115592957
26,3.625369936344214e-05,188,0.24744383990764618,,
27,,195,,0.6875,0.3056703507900238
27,3.842230944428593e-05,195,0.25143420696258545,,
28,,202,,0.6923387050628662,0.30882811546325684
28,4.0621500374982134e-05,202,0.2439417541027069,,
29,,209,,0.6967741847038269,0.30348363518714905
29,4.2846299038501456e-05,209,0.2429644614458084,,
30,,216,,0.7012096643447876,0.31824761629104614
30,4.509171412792057e-05,216,0.2452450692653656,,
31,,223,,0.7052419185638428,0.3185538947582245
31,4.735268157674e-05,223,0.24745512008666992,,
