epoch,learning_rate,step,training_auroc,training_loss,training_source_loss,training_total_loss,validation_auroc,validation_loss
0,,6,,,,,0.4241803288459778,0.6917368769645691
0,4.002022251370363e-06,6,0.3950352668762207,0.7021430730819702,0.7021430730819702,0.7021430730819702,,
1,,13,,,,,0.4377049207687378,0.69154292345047
1,4.04044385504676e-06,13,0.46270161867141724,0.6964584589004517,0.6964584589004517,0.6964584589004517,,
2,,20,,,,,0.46680328249931335,0.691371738910675
2,4.147566869505681e-06,20,0.4462701678276062,0.6971861720085144,0.6971861720085144,0.6971861720085144,,
3,,27,,,,,0.4827868938446045,0.6919397115707397
3,4.3232384996372275e-06,27,0.4525705575942993,0.6963979601860046,0.6963979601860046,0.6963979601860046,,
4,,34,,,,,0.5168032646179199,0.6918746829032898
4,4.5672063606616575e-06,34,0.47474798560142517,0.694756805896759,0.694756805896759,0.694756805896759,,
5,,41,,,,,0.5413933992385864,0.6918947696685791
5,4.8791207518661395e-06,41,0.4956905245780945,0.6945236325263977,0.6945236325263977,0.6945236325263977,,
6,,48,,,,,0.5639344453811646,0.6925209760665894
6,5.258536020846805e-06,48,0.5012600421905518,0.6934332251548767,0.6934332251548767,0.6934332251548767,,
7,,55,,,,,0.5934426188468933,0.6915302872657776
7,5.704908289771993e-06,55,0.5528477430343628,0.6902169585227966,0.6902169585227966,0.6902169585227966,,
8,,62,,,,,0.6168032884597778,0.6908879280090332
8,6.217596819624305e-06,62,0.5578124523162842,0.6898956298828125,0.6898956298828125,0.6898956298828125,,
9,,69,,,,,0.6389343738555908,0.6891340017318726
9,6.795869012421463e-06,69,0.5568296313285828,0.6898068189620972,0.6898068189620972,0.6898068189620972,,
10,,76,,,,,0.6573770642280579,0.6881166100502014
10,7.438894499500748e-06,76,0.5864919424057007,0.6874853372573853,0.6874853372573853,0.6874853372573853,,
11,,83,,,,,0.6786885261535645,0.6864099502563477
11,8.14575469121337e-06,83,0.6361391544342041,0.6841700077056885,0.6841700077056885,0.6841700077056885,,
12,,90,,,,,0.7004098296165466,0.6839001178741455
12,8.91543550096685e-06,90,0.6326864957809448,0.6840119361877441,0.6840119361877441,0.6840119361877441,,
13,,97,,,,,0.7168033123016357,0.6811961531639099
13,9.746833711687941e-06,97,0.6715977787971497,0.6806548833847046,0.6806548833847046,0.6806548833847046,,
14,,104,,,,,0.7266393303871155,0.6790909171104431
14,1.0638760613801423e-05,104,0.6820060610771179,0.6790458559989929,0.6790458559989929,0.6790458559989929,,
15,,111,,,,,0.7344262599945068,0.6770319938659668
15,1.15899347292725e-05,111,0.7130292654037476,0.6754971742630005,0.6754971742630005,0.6754971742630005,,
16,,118,,,,,0.7401639223098755,0.6760860681533813
16,1.2598998182511423e-05,118,0.7140121459960938,0.6732285618782043,0.6732285618782043,0.6732285618782043,,
17,,125,,,,,0.7491803169250488,0.6731130480766296
17,1.3664502148458268e-05,125,0.7183467745780945,0.6708313226699829,0.6708313226699829,0.6708313226699829,,
18,,132,,,,,0.7569671869277954,0.6725077033042908
18,1.4784923223487567e-05,132,0.7353830337524414,0.6662432551383972,0.6662432551383972,0.6662432551383972,,
19,,139,,,,,0.7532786726951599,0.6694321036338806
19,1.5958652511471882e-05,139,0.7352822422981262,0.6644700765609741,0.6644700765609741,0.6644700765609741,,
20,,146,,,,,0.757377028465271,0.6648967266082764
20,1.7184007447212934e-05,146,0.7346774339675903,0.6618483066558838,0.6618483066558838,0.6618483066558838,,
21,,153,,,,,0.7577868700027466,0.6614170074462891
21,1.8459239072399214e-05,153,0.7404990196228027,0.6581260561943054,0.6581260561943054,0.6581260561943054,,
22,,160,,,,,0.7557376623153687,0.6570836901664734
22,1.9782519302680157e-05,160,0.75,0.6521407961845398,0.6521407961845398,0.6521407961845398,,
23,,167,,,,,0.7532786726951599,0.6542637348175049
23,2.1151950932107866e-05,167,0.7446320056915283,0.6486478447914124,0.6486478447914124,0.6486478447914124,,
24,,174,,,,,0.7536885142326355,0.6531071662902832
24,2.256556945212651e-05,174,0.745337724685669,0.6452527642250061,0.6452527642250061,0.6452527642250061,,
25,,181,,,,,0.75,0.6504238843917847
25,2.402135396550875e-05,181,0.7626764178276062,0.6387511491775513,0.6387511491775513,0.6387511491775513,,
26,,188,,,,,0.7524590492248535,0.6460862755775452
26,2.551721627241932e-05,188,0.7592489719390869,0.6348831057548523,0.6348831057548523,0.6348831057548523,,
27,,195,,,,,0.7504098415374756,0.6387555003166199
27,2.705101724131964e-05,195,0.7529233694076538,0.630929708480835,0.630929708480835,0.630929708480835,,
28,,202,,,,,0.7545082569122314,0.632780909538269
28,2.862055589503143e-05,202,0.753125011920929,0.6256484389305115,0.6256484389305115,0.6256484389305115,,
29,,209,,,,,0.7524590492248535,0.6230791211128235
29,3.0223585781641304e-05,209,0.7554183006286621,0.6201939582824707,0.6201939582824707,0.6201939582824707,,
30,,216,,,,,0.7557376623153687,0.6240088939666748
30,3.1857813155511394e-05,216,0.7557711601257324,0.6147567629814148,0.6147567629814148,0.6147567629814148,,
31,,223,,,,,0.7545081973075867,0.6173922419548035
31,3.352088970132172e-05,223,0.7605091333389282,0.6089398264884949,0.6089398264884949,0.6089398264884949,,
32,,230,,,,,0.7532786726951599,0.6114150881767273
32,3.521043618093245e-05,230,0.7582913637161255,0.6044792532920837,0.6044792532920837,0.6044792532920837,,
33,,237,,,,,0.7524590492248535,0.6071169376373291
33,3.6924036976415664e-05,237,0.7545614838600159,0.598808765411377,0.598808765411377,0.598808765411377,,
34,,244,,,,,0.7504098415374756,0.6035474538803101
34,3.865923281409778e-05,244,0.7638860940933228,0.5904952883720398,0.5904952883720398,0.5904952883720398,,
35,,251,,,,,0.7561475038528442,0.5995869636535645
