,,count,roc_auc_score,average_precision_score,f1_score,p_value
exp24_abmil_dann_distill,0,87,0.6106028618343888,0.47469950178502696,0.0,0.006901730391135418
exp24_abmil_dann_distill,1,147,0.6106028618343889,0.7282227994501204,0.7716535433070866,0.006901716610932567
